image,class,confidence,severity,area_%
Hefei13428.jpg,abscission,0.8641,LOW,0.9
Hefei13428.jpg,abscission,0.8531,LOW,0.78
Hefei13428.jpg,crack,0.7675,LOW,0.65
Hefei13428.jpg,abscission,0.6944,LOW,0.03
Hefei13428.jpg,crack,0.6201,LOW,0.07
Hefei13428.jpg,crack,0.5909,LOW,0.07
Hefei13428.jpg,crack,0.5792,LOW,0.11
Hefei13428.jpg,crack,0.572,LOW,0.08
Hefei13428.jpg,crack,0.5291,LOW,0.14
Hefei13428.jpg,crack,0.5186,LOW,0.05
Hefei13428.jpg,crack,0.4781,LOW,0.05
Hefei13428.jpg,abscission,0.4641,LOW,0.14
Hefei13428.jpg,crack,0.4566,LOW,0.04
Hefei13428.jpg,crack,0.4463,HIGH,0.06
Hefei13428.jpg,crack,0.3658,HIGH,0.03
Hefei13428.jpg,crack,0.2905,HIGH,0.03
Hefei13428.jpg,abscission,0.2824,HIGH,0.11
Hefei13428.jpg,crack,0.2756,HIGH,0.04
Hefei13430.jpg,abscission,0.8471,LOW,0.79
Hefei13430.jpg,abscission,0.8391,LOW,0.93
Hefei13430.jpg,crack,0.7606,LOW,0.62
Hefei13430.jpg,crack,0.7096,LOW,0.14
Hefei13430.jpg,abscission,0.6165,LOW,0.03
Hefei13430.jpg,crack,0.5749,LOW,0.12
Hefei13430.jpg,crack,0.548,LOW,0.09
Hefei13430.jpg,crack,0.5472,LOW,0.06
Hefei13430.jpg,crack,0.5445,LOW,0.06
Hefei13430.jpg,abscission,0.5305,LOW,0.2
Hefei13430.jpg,abscission,0.5078,LOW,0.3
Hefei13430.jpg,crack,0.477,LOW,0.02
Hefei13430.jpg,crack,0.4695,LOW,0.09
Hefei13430.jpg,crack,0.3933,HIGH,0.07
Hefei13430.jpg,crack,0.3806,HIGH,0.03
Hefei13430.jpg,crack,0.3644,HIGH,0.03
Hefei13430.jpg,crack,0.3588,HIGH,0.22
Hefei13430.jpg,crack,0.2759,HIGH,0.08
Hefei13430.jpg,crack,0.2619,HIGH,0.17
Hefei1344.jpg,corrosion,0.778,LOW,3.01
Hefei1344.jpg,corrosion,0.7324,LOW,2.08
Hefei1344.jpg,corrosion,0.6925,LOW,1.31
Hefei13441.jpg,crack,0.8934,LOW,3.29
Hefei13441.jpg,abscission,0.8358,LOW,0.75
Hefei13441.jpg,bulge,0.8033,LOW,0.94
Hefei13441.jpg,abscission,0.7812,LOW,0.68
Hefei13441.jpg,bulge,0.7622,LOW,0.84
Hefei13441.jpg,bulge,0.7285,LOW,0.34
Hefei13441.jpg,bulge,0.6262,LOW,0.71
Hefei13441.jpg,crack,0.5779,LOW,1.5
Hefei13441.jpg,abscission,0.1517,HIGH,0.09
Hefei13455.jpg,abscission,0.848,LOW,0.06
Hefei13455.jpg,abscission,0.8202,LOW,0.49
Hefei13455.jpg,abscission,0.7914,LOW,0.21
Hefei13455.jpg,abscission,0.7757,LOW,0.19
Hefei13455.jpg,abscission,0.7629,LOW,0.39
Hefei13455.jpg,abscission,0.7383,LOW,0.12
Hefei13455.jpg,abscission,0.7008,LOW,0.02
Hefei13455.jpg,abscission,0.5686,LOW,0.07
Hefei13455.jpg,abscission,0.5425,LOW,0.04
Hefei13455.jpg,abscission,0.3665,HIGH,0.02
Hefei13455.jpg,abscission,0.3222,HIGH,0.04
Hefei13455.jpg,abscission,0.3122,HIGH,0.13
Hefei1346.jpg,corrosion,0.769,LOW,2.93
Hefei1346.jpg,corrosion,0.7343,LOW,1.93
Hefei1346.jpg,corrosion,0.6987,LOW,1.45
Hefei13461.jpg,abscission,0.8476,LOW,0.47
Hefei13461.jpg,abscission,0.8218,LOW,0.06
Hefei13461.jpg,abscission,0.7932,LOW,0.25
Hefei13461.jpg,abscission,0.7906,LOW,0.21
Hefei13461.jpg,abscission,0.7894,LOW,0.19
Hefei13461.jpg,abscission,0.7713,LOW,0.1
Hefei13461.jpg,abscission,0.7389,LOW,0.15
Hefei13461.jpg,abscission,0.7098,LOW,0.53
Hefei13461.jpg,abscission,0.6593,LOW,0.02
Hefei13461.jpg,abscission,0.5897,LOW,0.05
Hefei13461.jpg,bulge,0.5876,LOW,0.03
Hefei13461.jpg,abscission,0.5245,LOW,0.01
Hefei13461.jpg,abscission,0.4833,LOW,0.08
Hefei13461.jpg,abscission,0.3196,HIGH,0.05
Hefei13466.jpg,abscission,0.8434,LOW,0.47
Hefei13466.jpg,abscission,0.7993,LOW,0.2
Hefei13466.jpg,bulge,0.7948,LOW,0.03
Hefei13466.jpg,abscission,0.7859,LOW,0.24
Hefei13466.jpg,abscission,0.7856,LOW,0.12
Hefei13466.jpg,abscission,0.7838,LOW,0.19
Hefei13466.jpg,abscission,0.7628,LOW,0.12
Hefei13466.jpg,abscission,0.7162,LOW,0.02
Hefei13466.jpg,abscission,0.6688,LOW,0.62
Hefei13466.jpg,abscission,0.6018,LOW,0.05
Hefei13466.jpg,abscission,0.5397,LOW,0.04
Hefei13466.jpg,abscission,0.3789,HIGH,0.01
Hefei13466.jpg,abscission,0.3699,HIGH,0.04
Hefei13483.jpg,abscission,0.8328,LOW,0.64
Hefei13483.jpg,abscission,0.8263,LOW,0.2
Hefei13483.jpg,abscission,0.8214,LOW,4.51
Hefei13483.jpg,abscission,0.8163,LOW,1.17
Hefei13483.jpg,abscission,0.8078,LOW,0.54
Hefei13483.jpg,abscission,0.8001,LOW,0.36
Hefei13483.jpg,abscission,0.7998,LOW,0.41
Hefei13483.jpg,abscission,0.7845,LOW,0.12
Hefei13483.jpg,abscission,0.7635,LOW,1.15
Hefei13483.jpg,bulge,0.5237,LOW,0.08
Hefei13483.jpg,abscission,0.3409,HIGH,0.08
Hefei13483.jpg,abscission,0.3271,HIGH,0.14
Hefei13489.jpg,abscission,0.8434,LOW,0.54
Hefei13489.jpg,abscission,0.8395,LOW,0.2
Hefei13489.jpg,abscission,0.8331,LOW,1.43
Hefei13489.jpg,abscission,0.8221,LOW,0.43
Hefei13489.jpg,abscission,0.8158,LOW,4.24
Hefei13489.jpg,abscission,0.8143,LOW,0.34
Hefei13489.jpg,abscission,0.7987,LOW,0.62
Hefei13489.jpg,abscission,0.7934,LOW,0.12
Hefei13489.jpg,abscission,0.7719,LOW,1.15
Hefei13489.jpg,bulge,0.6316,LOW,0.07
Hefei13489.jpg,abscission,0.4071,HIGH,0.06
Hefei13489.jpg,abscission,0.1745,HIGH,0.29
Hefei13507.jpg,abscission,0.9021,LOW,4.67
Hefei13507.jpg,abscission,0.8398,LOW,0.72
Hefei13507.jpg,abscission,0.8269,LOW,0.24
Hefei13507.jpg,abscission,0.8248,LOW,0.46
Hefei13507.jpg,abscission,0.7875,LOW,0.14
Hefei13507.jpg,abscission,0.7705,LOW,0.04
Hefei13507.jpg,abscission,0.7469,MEDIUM,5.76
Hefei13507.jpg,abscission,0.7168,LOW,0.34
Hefei13507.jpg,abscission,0.6056,LOW,0.19
Hefei13515.jpg,abscission,0.8928,LOW,4.86
Hefei13515.jpg,abscission,0.8517,LOW,0.77
Hefei13515.jpg,abscission,0.8238,LOW,0.24
Hefei13515.jpg,abscission,0.8197,LOW,0.47
Hefei13515.jpg,abscission,0.7971,MEDIUM,5.19
Hefei13515.jpg,abscission,0.7893,LOW,0.43
Hefei13515.jpg,abscission,0.7706,LOW,0.04
Hefei13515.jpg,abscission,0.7399,LOW,0.12
Hefei13515.jpg,abscission,0.7189,LOW,0.36
Hefei13517.jpg,abscission,0.8925,LOW,4.82
Hefei13517.jpg,abscission,0.8433,LOW,0.49
Hefei13517.jpg,abscission,0.8379,LOW,0.24
Hefei13517.jpg,abscission,0.8336,LOW,0.75
Hefei13517.jpg,abscission,0.8222,LOW,0.63
Hefei13517.jpg,abscission,0.8118,MEDIUM,5.16
Hefei13517.jpg,abscission,0.7808,LOW,0.13
Hefei13517.jpg,abscission,0.7627,LOW,0.04
Hefei13517.jpg,abscission,0.7324,LOW,0.37
Hefei13519.jpg,abscission,0.8736,LOW,4.96
Hefei13519.jpg,abscission,0.8228,LOW,0.48
Hefei13519.jpg,abscission,0.8163,LOW,0.79
Hefei13519.jpg,abscission,0.8088,MEDIUM,5.06
Hefei13519.jpg,abscission,0.7799,LOW,0.15
Hefei13519.jpg,abscission,0.7791,LOW,0.79
Hefei13519.jpg,abscission,0.749,LOW,0.25
Hefei13519.jpg,abscission,0.7475,LOW,0.04
Hefei13519.jpg,abscission,0.6727,LOW,0.37
Hefei13525.jpg,abscission,0.8423,MEDIUM,5.03
Hefei13525.jpg,abscission,0.7981,LOW,0.85
Hefei13525.jpg,abscission,0.7669,LOW,4.81
Hefei13525.jpg,abscission,0.7334,LOW,0.48
Hefei13525.jpg,abscission,0.7251,LOW,0.15
Hefei13525.jpg,abscission,0.7231,LOW,0.05
Hefei13525.jpg,abscission,0.7174,LOW,0.8
Hefei13525.jpg,abscission,0.6023,LOW,0.46
Hefei13525.jpg,abscission,0.4989,LOW,0.24
Hefei13525.jpg,abscission,0.2004,HIGH,0.15
Hefei13525.jpg,abscission,0.1937,HIGH,0.06
Hefei13525.jpg,abscission,0.1628,HIGH,0.1
Hefei13525.jpg,abscission,0.1598,HIGH,0.07
Hefei13526.jpg,abscission,0.8605,LOW,4.97
Hefei13526.jpg,abscission,0.8537,LOW,0.96
Hefei13526.jpg,abscission,0.7848,LOW,4.82
Hefei13526.jpg,abscission,0.7617,LOW,0.49
Hefei13526.jpg,abscission,0.7564,LOW,0.13
Hefei13526.jpg,abscission,0.7528,LOW,0.77
Hefei13526.jpg,abscission,0.7338,LOW,0.26
Hefei13526.jpg,abscission,0.686,LOW,0.49
Hefei13526.jpg,abscission,0.6697,LOW,0.05
Hefei13529.jpg,abscission,0.8679,LOW,4.84
Hefei13529.jpg,abscission,0.8625,LOW,1.03
Hefei13529.jpg,abscission,0.821,LOW,0.76
Hefei13529.jpg,abscission,0.8138,LOW,3.93
Hefei13529.jpg,abscission,0.794,LOW,0.47
Hefei13529.jpg,abscission,0.7891,LOW,0.13
Hefei13529.jpg,abscission,0.772,LOW,0.16
Hefei13529.jpg,abscission,0.7181,LOW,0.49
Hefei13529.jpg,abscission,0.6857,LOW,0.04
Hefei13529.jpg,abscission,0.3717,HIGH,0.01
Hefei13534.jpg,abscission,0.8581,MEDIUM,5.05
Hefei13534.jpg,abscission,0.8281,LOW,0.5
Hefei13534.jpg,abscission,0.819,LOW,3.19
Hefei13534.jpg,abscission,0.813,LOW,1.08
Hefei13534.jpg,abscission,0.7929,LOW,0.14
Hefei13534.jpg,abscission,0.7542,LOW,0.55
Hefei13534.jpg,abscission,0.7228,LOW,0.51
Hefei13534.jpg,abscission,0.6957,LOW,0.04
Hefei13534.jpg,abscission,0.3091,HIGH,0.01
Hefei13541.jpg,abscission,0.8296,LOW,0.46
Hefei1355.jpg,corrosion,0.7854,LOW,2.6
Hefei1355.jpg,corrosion,0.7571,LOW,3.92
Hefei1355.jpg,corrosion,0.6022,LOW,1.71
Hefei13557.jpg,abscission,0.8389,LOW,0.45
Hefei13579.jpg,abscission,0.8225,LOW,3.88
Hefei13579.jpg,abscission,0.801,LOW,0.32
Hefei13579.jpg,crack,0.7104,LOW,0.05
Hefei13579.jpg,abscission,0.677,LOW,0.12
Hefei13579.jpg,abscission,0.6741,LOW,0.05
Hefei13579.jpg,bulge,0.6307,LOW,0.02
Hefei13579.jpg,bulge,0.621,LOW,0.04
Hefei13579.jpg,bulge,0.6202,LOW,0.05
Hefei13579.jpg,crack,0.6008,LOW,0.04
Hefei13579.jpg,crack,0.5939,LOW,0.2
Hefei13579.jpg,crack,0.5813,LOW,0.17
Hefei13579.jpg,abscission,0.5492,LOW,0.09
Hefei13579.jpg,crack,0.4735,LOW,0.14
Hefei13579.jpg,crack,0.4623,LOW,0.1
Hefei13579.jpg,crack,0.454,LOW,0.15
Hefei13579.jpg,abscission,0.4224,HIGH,0.23
Hefei13579.jpg,crack,0.3503,HIGH,0.1
Hefei13579.jpg,crack,0.341,HIGH,0.28
Hefei13579.jpg,crack,0.339,HIGH,0.06
Hefei13579.jpg,abscission,0.3278,HIGH,0.1
Hefei13579.jpg,crack,0.29,HIGH,0.08
Hefei13581.jpg,abscission,0.8164,LOW,4.11
Hefei13581.jpg,abscission,0.8159,LOW,0.29
Hefei13581.jpg,abscission,0.7707,LOW,0.66
Hefei13581.jpg,abscission,0.7393,LOW,0.11
Hefei13581.jpg,crack,0.717,LOW,0.05
Hefei13581.jpg,abscission,0.7166,LOW,0.05
Hefei13581.jpg,abscission,0.6976,LOW,0.1
Hefei13581.jpg,bulge,0.6969,LOW,0.05
Hefei13581.jpg,bulge,0.6643,LOW,0.04
Hefei13581.jpg,crack,0.6322,LOW,0.03
Hefei13581.jpg,bulge,0.5794,LOW,0.03
Hefei13581.jpg,crack,0.5463,LOW,0.02
Hefei13581.jpg,crack,0.5439,LOW,0.18
Hefei13581.jpg,crack,0.5385,LOW,0.25
Hefei13581.jpg,crack,0.458,LOW,0.14
Hefei13581.jpg,crack,0.4516,LOW,0.16
Hefei13581.jpg,crack,0.3815,HIGH,1.13
Hefei13581.jpg,crack,0.3704,HIGH,0.21
Hefei13581.jpg,crack,0.3654,HIGH,0.13
Hefei13581.jpg,crack,0.3325,HIGH,0.01
Hefei13581.jpg,crack,0.3032,HIGH,0.12
Hefei13581.jpg,crack,0.3004,HIGH,0.34
Hefei13581.jpg,crack,0.284,HIGH,0.08
Hefei13581.jpg,crack,0.2595,HIGH,0.8
Hefei13586.jpg,abscission,0.8237,LOW,0.3
Hefei13586.jpg,abscission,0.8007,LOW,3.55
Hefei13586.jpg,abscission,0.7981,LOW,0.55
Hefei13586.jpg,crack,0.7243,LOW,0.17
Hefei13586.jpg,abscission,0.7238,LOW,0.08
Hefei13586.jpg,abscission,0.7017,LOW,0.04
Hefei13586.jpg,bulge,0.6437,LOW,0.04
Hefei13586.jpg,crack,0.6305,LOW,0.78
Hefei13586.jpg,bulge,0.6164,LOW,0.05
Hefei13586.jpg,abscission,0.5935,LOW,0.11
Hefei13586.jpg,bulge,0.5121,LOW,0.04
Hefei13586.jpg,crack,0.512,LOW,0.12
Hefei13586.jpg,crack,0.4431,HIGH,0.2
Hefei13586.jpg,crack,0.3793,HIGH,0.12
Hefei13586.jpg,abscission,0.3792,HIGH,0.92
Hefei13586.jpg,crack,0.3655,HIGH,0.17
Hefei13586.jpg,crack,0.3475,HIGH,0.13
Hefei13586.jpg,crack,0.2658,HIGH,0.28
Hefei13592.jpg,leakage,0.8467,LOW,2.67
Hefei13592.jpg,corrosion,0.8137,LOW,1.25
Hefei13592.jpg,corrosion,0.8006,LOW,4.79
Hefei13592.jpg,corrosion,0.684,LOW,0.8
Hefei13592.jpg,corrosion,0.6773,LOW,0.61
Hefei13592.jpg,crack,0.6754,LOW,0.66
Hefei13592.jpg,corrosion,0.6425,LOW,0.89
Hefei13592.jpg,corrosion,0.6269,LOW,0.38
Hefei13592.jpg,corrosion,0.6248,LOW,1.11
Hefei13592.jpg,corrosion,0.6188,LOW,0.27
Hefei13592.jpg,abscission,0.2387,HIGH,0.21
Hefei13592.jpg,abscission,0.1622,HIGH,0.32
Hefei13592.jpg,abscission,0.1609,HIGH,0.24
Hefei13594.jpg,leakage,0.857,LOW,2.72
Hefei13594.jpg,corrosion,0.8121,LOW,1.27
Hefei13594.jpg,corrosion,0.7762,LOW,4.88
Hefei13594.jpg,corrosion,0.704,LOW,1.17
Hefei13594.jpg,corrosion,0.7036,LOW,0.89
Hefei13594.jpg,crack,0.6965,LOW,0.62
Hefei13594.jpg,corrosion,0.68,LOW,0.64
Hefei13594.jpg,corrosion,0.6707,LOW,0.81
Hefei13594.jpg,corrosion,0.6332,LOW,0.36
Hefei13594.jpg,corrosion,0.3895,HIGH,0.27
Hefei13594.jpg,corrosion,0.3498,HIGH,0.63
Hefei13594.jpg,abscission,0.3449,HIGH,0.22
Hefei13594.jpg,corrosion,0.2731,HIGH,0.89
Hefei13594.jpg,abscission,0.2328,HIGH,0.36
Hefei13594.jpg,abscission,0.1591,HIGH,0.12
Hefei13596.jpg,leakage,0.8389,LOW,2.57
Hefei13596.jpg,corrosion,0.7943,LOW,1.28
Hefei13596.jpg,corrosion,0.7783,LOW,4.81
Hefei13596.jpg,crack,0.727,LOW,0.63
Hefei13596.jpg,corrosion,0.7204,LOW,0.82
Hefei13596.jpg,corrosion,0.6802,LOW,0.63
Hefei13596.jpg,corrosion,0.6725,LOW,1.33
Hefei13596.jpg,corrosion,0.6199,LOW,0.35
Hefei13596.jpg,corrosion,0.603,LOW,0.84
Hefei13596.jpg,corrosion,0.4878,LOW,0.27
Hefei13596.jpg,abscission,0.4447,HIGH,0.22
Hefei13596.jpg,corrosion,0.388,HIGH,0.92
Hefei13596.jpg,abscission,0.3797,HIGH,0.32
Hefei13596.jpg,corrosion,0.3347,HIGH,0.84
Hefei13596.jpg,abscission,0.2441,HIGH,0.11
Hefei13596.jpg,abscission,0.1545,HIGH,0.32
Hefei1360.jpg,corrosion,0.784,LOW,2.62
Hefei1360.jpg,corrosion,0.7388,LOW,3.81
Hefei1360.jpg,corrosion,0.6376,LOW,1.74
Hefei13607.jpg,leakage,0.851,LOW,2.5
Hefei13607.jpg,corrosion,0.7951,LOW,1.43
Hefei13607.jpg,corrosion,0.752,MEDIUM,7.26
Hefei13607.jpg,corrosion,0.7319,LOW,1.98
Hefei13607.jpg,corrosion,0.6895,LOW,0.86
Hefei13607.jpg,crack,0.6802,LOW,0.6
Hefei13607.jpg,corrosion,0.6533,LOW,0.5
Hefei13607.jpg,corrosion,0.6028,LOW,0.31
Hefei13607.jpg,corrosion,0.5886,LOW,0.88
Hefei13607.jpg,corrosion,0.5306,LOW,0.42
Hefei13607.jpg,abscission,0.3316,HIGH,0.19
Hefei13607.jpg,corrosion,0.2948,HIGH,0.54
Hefei13607.jpg,abscission,0.2559,HIGH,0.22
Hefei13607.jpg,abscission,0.227,HIGH,0.11
Hefei13607.jpg,abscission,0.2027,HIGH,0.38
Hefei13607.jpg,abscission,0.1946,HIGH,0.64
Hefei13607.jpg,abscission,0.1521,HIGH,0.1
Hefei13608.jpg,leakage,0.8273,LOW,2.51
Hefei13608.jpg,corrosion,0.8214,LOW,1.36
Hefei13608.jpg,corrosion,0.7643,MEDIUM,7.56
Hefei13608.jpg,corrosion,0.736,LOW,1.89
Hefei13608.jpg,crack,0.6925,LOW,0.59
Hefei13608.jpg,corrosion,0.6909,LOW,0.88
Hefei13608.jpg,corrosion,0.6435,LOW,0.49
Hefei13608.jpg,corrosion,0.5521,LOW,0.32
Hefei13608.jpg,corrosion,0.5268,LOW,0.78
Hefei13608.jpg,corrosion,0.5161,LOW,0.45
Hefei13608.jpg,abscission,0.3654,HIGH,0.19
Hefei13608.jpg,abscission,0.3073,HIGH,0.2
Hefei13608.jpg,abscission,0.2811,HIGH,0.33
Hefei13608.jpg,abscission,0.2752,HIGH,0.35
Hefei13608.jpg,corrosion,0.2637,HIGH,0.72
Hefei13608.jpg,abscission,0.2443,HIGH,0.12
Hefei13608.jpg,abscission,0.1837,HIGH,0.1
Hefei13609.jpg,leakage,0.8312,LOW,2.5
Hefei13609.jpg,corrosion,0.8089,LOW,1.39
Hefei13609.jpg,corrosion,0.7908,MEDIUM,7.96
Hefei13609.jpg,corrosion,0.7346,LOW,1.82
Hefei13609.jpg,crack,0.711,LOW,0.59
Hefei13609.jpg,corrosion,0.6857,LOW,0.81
Hefei13609.jpg,corrosion,0.6392,LOW,0.74
Hefei13609.jpg,corrosion,0.6257,LOW,0.53
Hefei13609.jpg,corrosion,0.5925,LOW,0.32
Hefei13609.jpg,corrosion,0.5346,LOW,0.4
Hefei13609.jpg,abscission,0.3601,HIGH,0.2
Hefei13609.jpg,abscission,0.2872,HIGH,0.2
Hefei13609.jpg,abscission,0.2768,HIGH,0.32
Hefei13609.jpg,abscission,0.2745,HIGH,0.35
Hefei13609.jpg,abscission,0.2463,HIGH,0.14
Hefei13609.jpg,abscission,0.2011,HIGH,0.21
Hefei13609.jpg,abscission,0.1967,HIGH,0.11
Hefei13618.jpg,corrosion,0.8132,LOW,1.36
Hefei13618.jpg,leakage,0.8081,LOW,2.38
Hefei13618.jpg,corrosion,0.7948,MEDIUM,11.7
Hefei13618.jpg,corrosion,0.7272,LOW,1.64
Hefei13618.jpg,crack,0.727,LOW,0.59
Hefei13618.jpg,corrosion,0.719,LOW,0.8
Hefei13618.jpg,corrosion,0.716,LOW,0.55
Hefei13618.jpg,corrosion,0.6258,LOW,0.81
Hefei13618.jpg,corrosion,0.569,LOW,0.19
Hefei13618.jpg,corrosion,0.4988,LOW,0.5
Hefei13618.jpg,abscission,0.3711,HIGH,0.32
Hefei13618.jpg,abscission,0.3588,HIGH,0.34
Hefei13618.jpg,abscission,0.2845,HIGH,0.26
Hefei13618.jpg,abscission,0.2323,HIGH,0.13
Hefei13618.jpg,abscission,0.1905,HIGH,0.18
Hefei13618.jpg,abscission,0.1904,HIGH,0.19
Hefei13628.jpg,corrosion,0.8081,LOW,1.51
Hefei13628.jpg,corrosion,0.7959,MEDIUM,14.31
Hefei13628.jpg,abscission,0.7507,LOW,1.03
Hefei13628.jpg,corrosion,0.7094,LOW,0.77
Hefei13628.jpg,corrosion,0.681,LOW,1.49
Hefei13628.jpg,corrosion,0.6798,LOW,0.56
Hefei13628.jpg,corrosion,0.577,LOW,0.52
Hefei13628.jpg,corrosion,0.5745,LOW,0.23
Hefei13628.jpg,leakage,0.4016,HIGH,0.58
Hefei13628.jpg,abscission,0.2882,HIGH,0.19
Hefei13628.jpg,abscission,0.2673,HIGH,0.19
Hefei13628.jpg,corrosion,0.2602,HIGH,0.18
Hefei13628.jpg,abscission,0.2276,HIGH,0.27
Hefei13628.jpg,abscission,0.2176,HIGH,0.26
Hefei13628.jpg,abscission,0.207,HIGH,0.26
Hefei13628.jpg,abscission,0.1997,HIGH,0.58
Hefei13628.jpg,abscission,0.1984,HIGH,0.15
Hefei13628.jpg,abscission,0.1894,HIGH,0.59
Hefei13634.jpg,corrosion,0.7924,MEDIUM,14.47
Hefei13634.jpg,abscission,0.7788,LOW,1.71
Hefei13634.jpg,corrosion,0.777,LOW,1.08
Hefei13634.jpg,corrosion,0.7337,LOW,1.54
Hefei13634.jpg,corrosion,0.6928,LOW,0.75
Hefei13634.jpg,corrosion,0.6724,LOW,0.55
Hefei13634.jpg,corrosion,0.6,LOW,0.58
Hefei13634.jpg,corrosion,0.5964,LOW,0.29
Hefei13634.jpg,abscission,0.2526,HIGH,0.18
Hefei13634.jpg,abscission,0.1786,HIGH,0.38
Hefei13634.jpg,abscission,0.1598,HIGH,0.27
Hefei13643.jpg,corrosion,0.6839,LOW,2.61
Hefei13643.jpg,corrosion,0.6383,LOW,3.0
Hefei13643.jpg,corrosion,0.5328,LOW,0.42
Hefei13644.jpg,corrosion,0.6919,LOW,2.96
Hefei13644.jpg,corrosion,0.6687,LOW,2.73
Hefei13644.jpg,corrosion,0.4386,HIGH,0.37
Hefei13653.jpg,corrosion,0.6694,LOW,3.41
Hefei13653.jpg,corrosion,0.6541,LOW,2.92
Hefei13653.jpg,corrosion,0.648,LOW,0.9
Hefei13657.jpg,corrosion,0.6838,LOW,3.03
Hefei13657.jpg,corrosion,0.6571,LOW,1.38
Hefei13657.jpg,corrosion,0.651,LOW,2.05
Hefei13658.jpg,corrosion,0.6899,LOW,3.17
Hefei13658.jpg,corrosion,0.6792,LOW,1.89
Hefei13658.jpg,corrosion,0.6659,LOW,1.4
Hefei13664.jpg,corrosion,0.701,LOW,3.25
Hefei13664.jpg,corrosion,0.6701,LOW,1.33
Hefei13664.jpg,corrosion,0.6599,LOW,1.7
Hefei13672.jpg,corrosion,0.695,LOW,1.1
Hefei13672.jpg,corrosion,0.6723,LOW,1.98
Hefei13672.jpg,corrosion,0.6641,LOW,3.6
Hefei13678.jpg,corrosion,0.7353,LOW,1.97
Hefei13678.jpg,corrosion,0.6783,LOW,3.81
Hefei13678.jpg,corrosion,0.6451,LOW,0.47
Hefei13681.jpg,corrosion,0.727,LOW,1.89
Hefei13681.jpg,corrosion,0.6823,LOW,3.7
Hefei13681.jpg,corrosion,0.2837,HIGH,0.12
Hefei13690.jpg,corrosion,0.7267,LOW,0.92
Hefei13690.jpg,crack,0.7082,LOW,0.63
Hefei13690.jpg,crack,0.6746,LOW,0.23
Hefei13690.jpg,corrosion,0.5687,LOW,1.66
Hefei13690.jpg,corrosion,0.4351,HIGH,1.19
Hefei13690.jpg,corrosion,0.3075,HIGH,1.64
Hefei13700.jpg,corrosion,0.7481,LOW,0.68
Hefei13700.jpg,corrosion,0.7367,LOW,0.87
Hefei13700.jpg,corrosion,0.7049,LOW,1.42
Hefei13700.jpg,crack,0.6966,LOW,0.27
Hefei13700.jpg,crack,0.6769,LOW,0.25
Hefei13700.jpg,corrosion,0.6684,LOW,0.35
Hefei13700.jpg,crack,0.5623,LOW,1.12
Hefei13704.jpg,corrosion,0.7592,LOW,0.66
Hefei13704.jpg,corrosion,0.7479,LOW,0.54
Hefei13704.jpg,crack,0.7462,LOW,0.35
Hefei13704.jpg,crack,0.7136,LOW,0.26
Hefei13704.jpg,corrosion,0.6979,LOW,1.75
Hefei13704.jpg,crack,0.5736,LOW,1.08
Hefei13705.jpg,corrosion,0.765,LOW,0.62
Hefei13705.jpg,crack,0.7619,LOW,0.34
Hefei13705.jpg,corrosion,0.7005,LOW,0.21
Hefei13705.jpg,crack,0.6948,LOW,0.25
Hefei13705.jpg,corrosion,0.6802,LOW,1.67
Hefei13705.jpg,crack,0.6065,LOW,1.11
Hefei13718.jpg,abscission,0.7898,LOW,0.74
Hefei13718.jpg,abscission,0.7657,LOW,0.36
Hefei13718.jpg,abscission,0.7495,LOW,0.28
Hefei13718.jpg,corrosion,0.7247,LOW,3.98
Hefei13718.jpg,abscission,0.7242,LOW,1.24
Hefei13718.jpg,abscission,0.7209,LOW,0.33
Hefei13718.jpg,corrosion,0.7166,LOW,0.83
Hefei13718.jpg,abscission,0.5802,LOW,0.75
Hefei13718.jpg,corrosion,0.5308,MEDIUM,7.16
Hefei13718.jpg,corrosion,0.5258,LOW,1.51
Hefei13718.jpg,corrosion,0.5104,LOW,0.29
Hefei13718.jpg,corrosion,0.4078,HIGH,1.3
Hefei13718.jpg,corrosion,0.3791,HIGH,2.26
Hefei13718.jpg,corrosion,0.2918,HIGH,2.09
Hefei13718.jpg,corrosion,0.2644,HIGH,0.94
Hefei13718.jpg,corrosion,0.2591,HIGH,0.54
Hefei1372.jpg,corrosion,0.774,LOW,2.61
Hefei1372.jpg,corrosion,0.7534,LOW,3.86
Hefei1372.jpg,corrosion,0.6479,LOW,2.17
Hefei13720.jpg,abscission,0.7924,LOW,0.7
Hefei13720.jpg,abscission,0.7877,LOW,0.28
Hefei13720.jpg,abscission,0.7772,LOW,0.4
Hefei13720.jpg,corrosion,0.7534,MEDIUM,6.69
Hefei13720.jpg,corrosion,0.7363,LOW,0.82
Hefei13720.jpg,abscission,0.7334,LOW,0.3
Hefei13720.jpg,abscission,0.6989,LOW,0.84
Hefei13720.jpg,corrosion,0.5412,LOW,0.39
Hefei13720.jpg,corrosion,0.5078,LOW,1.55
Hefei13720.jpg,corrosion,0.5052,LOW,1.64
Hefei13720.jpg,corrosion,0.342,HIGH,0.52
Hefei13720.jpg,corrosion,0.3394,HIGH,2.15
Hefei13720.jpg,corrosion,0.3332,HIGH,0.5
Hefei13754.jpg,abscission,0.7947,LOW,0.21
Hefei13754.jpg,corrosion,0.751,LOW,1.81
Hefei13754.jpg,corrosion,0.6914,LOW,1.38
Hefei13754.jpg,corrosion,0.6897,LOW,2.33
Hefei13754.jpg,abscission,0.6837,LOW,0.15
Hefei13754.jpg,abscission,0.6744,LOW,0.36
